sale_date,product_name,brand,series,cpu,gpu,ram,quantity,buying_price,unit_price,unit_profit,tva_percentage,unit_price_with_tva,total_amount,total_cost,total_profit,profit_margin,date,year,month,week,day_of_week,hour
2024-01-07 13:57:00,"ASUS V16 V3607VU-RP196W | 16"" WUXGA, 144H | Intel Core 5 210H | RTX 4050 | 16GB Ram | 512GB",ASUS,V16,Intel Ultra core 5 210H,RTX 4050,512 GB,2,2139.7014228569014,2895.0,755.2985771430986,5.104629857953324,3042.7790343877487,6085.558068775497,4279.402845713803,1510.597154286197,35.29925105787114,2024-01-07,2024,1,1,Sunday,13
2024-01-07 13:22:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 8GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,8 GB,2,1481.5649755255695,2149.0,667.4350244744305,7.587945476302646,2312.064948285744,4624.129896571488,2963.129951051139,1334.870048948861,45.04932524053932,2024-01-07,2024,1,1,Sunday,13
2024-01-07 17:01:00,MSI THIN 15 B13UCX FHD | INTEL CORE I5-13420H | RTX 2050 | 16 GB | 512 SSD + Sac A dos,MSI,THIN,Intel core I5-13420H,RTX 2050,16 GB,3,1351.525257978971,2129.0,777.474742021029,9.556428757689245,2332.4563682512044,6997.369104753613,4054.575773936913,2332.424226063087,57.525727871607856,2024-01-07,2024,1,1,Sunday,17
2024-01-07 15:32:00,"MSI Thin 15 B13UDX-3257XFR | FHD 15.6"" IPS | Intel i7-13620H | RTX 3050 | 16GB Ram | 512 GB NVMe",MSI,Thin,Intel core i7-13620H,RTX 3050,16 GB,1,1986.8559317360969,2927.0,940.1440682639031,8.066583652537123,3163.1089035097616,3163.1089035097616,1986.8559317360969,940.1440682639031,47.31818010792628,2024-01-07,2024,1,1,Sunday,15
2024-01-07 13:47:00,Pc portable HP Victus 15-fa1007nk | i5-13420H | 32GB RAM | RTX 2050 | 512 GB NVMe,HP,Victus,Intel core I5-13420H,RTX 2050,32 GB,3,1487.0468851819567,2279.0,791.9531148180433,6.41003510568888,2425.0847000586496,7275.254100175949,4461.14065554587,2375.85934445413,53.25676834467389,2024-01-07,2024,1,1,Sunday,13
2024-01-07 17:54:00,MSI CYBORG 15 A13VE FHD | i5-13420H | RTX 4050 | 32GB RAM | SSD 512 GB,MSI,CYBORG,Intel core I5-13420H,RTX 4050,32 GB,5,2400.781976246307,3250.0,849.2180237536932,7.158097238609412,3482.638160254806,17413.190801274028,12003.909881231535,4246.090118768466,35.37255911432118,2024-01-07,2024,1,1,Sunday,17
2024-01-07 09:24:00,"MSI Thin 15 B13UDX-3257XFR | FHD 15.6"" IPS | Intel i7-13620H | RTX 3050 | 16GB Ram | 512 GB NVMe",MSI,Thin,Intel core i7-13620H,RTX 3050,16 GB,3,1986.8559317360969,2927.0,940.1440682639031,8.066583652537123,3163.1089035097616,9489.326710529285,5960.567795208291,2820.4322047917094,47.31818010792628,2024-01-07,2024,1,1,Sunday,9
2024-01-07 19:57:00,"MSI Thin 15 B13UDX-3257XFR | FHD 15.6"" IPS | Intel i7-13620H | RTX 3050 | 8GB Ram | 512 GB NVMe",MSI,Thin,Intel core i7-13620H,RTX 3050,8 GB,5,2102.76146988908,2799.0,696.2385301109198,4.297256589643226,2919.2802119441135,14596.401059720567,10513.8073494454,3481.192650554599,33.110675655838705,2024-01-07,2024,1,1,Sunday,19
2024-01-09 10:22:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 8 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,8 GB,4,1674.9490995971757,2379.0,704.0509004028243,2.9110519961044856,2448.253926987326,9793.015707949304,6699.796398388703,2816.203601611297,42.034166923170865,2024-01-09,2024,1,2,Tuesday,10
2024-01-09 09:01:00,"MSI Thin 15 B13UDX-3258XFR FHD 15.6"" IPS | Intel i5-13420H | RTX 3050 | 32GB Ram | 512 GB NVMe",MSI,Thin,Intel core I5-13420H,RTX 3050,32 GB,4,1715.2070150238956,2535.0,819.7929849761044,2.636424704863906,2601.8333662683003,10407.333465073201,6860.828060095582,3279.1719399044177,47.79557090166655,2024-01-09,2024,1,2,Tuesday,9
2024-01-09 16:57:00,"ASUS V16 V3607VU-RP196W | 16"" WUXGA, 144H | Intel Core 5 210H | RTX 4050 | 32GB Ram | 512GB",ASUS,V16,Intel Ultra core 5 210H,RTX 4050,512 GB,3,2004.1603828114107,3059.0,1054.8396171885893,2.5347171131856236,3136.5369964923484,9409.610989477045,6012.481148434232,3164.518851565768,52.63249519526345,2024-01-09,2024,1,2,Tuesday,16
2024-01-10 19:36:00,MSI CYBORG 15 A13V 15'' FHD | I7-13620H | RTX 4050 6G | 8GB RAM | 512GB NVME,MSI,CYBORG,Intel core i7-13620H,RTX 4050,8 GB,3,2373.5848120536634,3330.0,956.4151879463366,5.456592191001432,3511.7045199603476,10535.113559881043,7120.754436160991,2869.2455638390097,40.294123179817234,2024-01-10,2024,1,2,Wednesday,19
2024-01-10 19:43:00,ASUS V16 V3607VJ-RP109 | Intel 7 240H | RTX 3050 | 32 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 7 240H,RTX 3050,32 GB,5,2132.3764984318436,2919.0,786.6235015681564,1.5854643368675156,2965.279703993163,14826.398519965815,10661.882492159219,3933.117507840782,36.88952219022493,2024-01-10,2024,1,2,Wednesday,19
2024-01-10 14:03:00,"ASUS V16 V3607VU-RP246 | 16"" FHD | Intel 7 240H | RTX 4050 | 16 GB | 512 GB SSD |",ASUS,V16,Intel Ultra core 7 240H,RTX 4050,16 GB,5,2433.734985683139,3179.0,745.2650143168612,9.18388361870904,3470.95566023876,17354.7783011938,12168.674928415694,3726.325071584306,30.622274762905977,2024-01-10,2024,1,2,Wednesday,14
2024-01-11 09:59:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 16 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,16 GB,5,1624.1618181605493,2449.0,824.8381818394507,2.650640588680904,2513.9141880167954,12569.570940083977,8120.809090802746,4124.190909197254,50.785468086771324,2024-01-11,2024,1,2,Thursday,9
2024-01-11 08:55:00,MSI CYBORG 15 A13V 15'' FHD | I7-13620H | RTX 4050 6G | 8GB RAM | 512GB NVME,MSI,CYBORG,Intel core i7-13620H,RTX 4050,8 GB,3,2373.5848120536634,3330.0,956.4151879463366,5.456592191001432,3511.7045199603476,10535.113559881043,7120.754436160991,2869.2455638390097,40.294123179817234,2024-01-11,2024,1,2,Thursday,8
2024-01-11 17:54:00,Msi Thin 15 B13UCX FHD | Intel Core i7-13620H | RTX 2050 | 16 GB | 512 SSD,MSI,Thin,Intel core i7-13620H,RTX 2050,16 GB,4,1715.7522303139986,2425.0,709.2477696860014,4.887505167779041,2543.522000318642,10174.088001274567,6863.008921255994,2836.991078744006,41.33742373490621,2024-01-11,2024,1,2,Thursday,17
2024-01-11 17:52:00,"MSI Thin 15 B13UDX-3257XFR | FHD 15.6"" IPS | Intel i7-13620H | RTX 3050 | 16GB Ram | 512 GB NVMe",MSI,Thin,Intel core i7-13620H,RTX 3050,16 GB,5,1986.8559317360969,2927.0,940.1440682639031,8.066583652537123,3163.1089035097616,15815.544517548808,9934.279658680483,4700.720341319516,47.31818010792628,2024-01-11,2024,1,2,Thursday,17
2024-01-12 21:53:00,MSI THIN 15 B13UCX FHD | INTEL CORE I5-13420H | RTX 2050 | 8 GB | 512 SSD,MSI,THIN,Intel core I5-13420H,RTX 2050,8 GB,2,1403.1105815544518,2075.0,671.8894184455482,4.370861069626263,2165.695367194745,4331.39073438949,2806.2211631089035,1343.7788368910965,47.88570674887136,2024-01-12,2024,1,2,Friday,21
2024-01-12 12:00:00,"ASUS V16 V3607VU-RP196W | 16"" WUXGA, 144H | Intel Core 5 210H | RTX 4050 | 16GB Ram | 512GB",ASUS,V16,Intel Ultra core 5 210H,RTX 4050,512 GB,5,2139.7014228569014,2895.0,755.2985771430986,5.104629857953324,3042.7790343877487,15213.895171938744,10698.507114284508,3776.492885715493,35.29925105787114,2024-01-12,2024,1,2,Friday,12
2024-01-12 14:04:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 16 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,16 GB,5,1624.1618181605493,2449.0,824.8381818394507,2.650640588680904,2513.9141880167954,12569.570940083977,8120.809090802746,4124.190909197254,50.785468086771324,2024-01-12,2024,1,2,Friday,14
2024-01-13 12:46:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 8 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,8 GB,4,1674.9490995971757,2379.0,704.0509004028243,2.9110519961044856,2448.253926987326,9793.015707949304,6699.796398388703,2816.203601611297,42.034166923170865,2024-01-13,2024,1,2,Saturday,12
2024-01-13 12:11:00,"MSI Thin 15 B13UDX-3257XFR | FHD 15.6"" IPS | Intel i7-13620H | RTX 3050 | 32GB Ram | 512 GB NVMe",MSI,Thin,Intel core i7-13620H,RTX 3050,32 GB,4,1987.6398653382998,3017.0,1029.3601346617002,1.4180537144799796,3059.782680565861,12239.130722263444,7950.559461353199,4117.440538646801,51.78806043349816,2024-01-13,2024,1,2,Saturday,12
2024-01-13 17:47:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 16 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,16 GB,2,1624.1618181605493,2449.0,824.8381818394507,2.650640588680904,2513.9141880167954,5027.828376033591,3248.3236363210985,1649.6763636789015,50.785468086771324,2024-01-13,2024,1,2,Saturday,17
2024-01-13 08:29:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 32 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,32 GB,4,1796.9740421151503,2595.0,798.0259578848497,6.506676052501415,2763.848243562412,11055.392974249648,7187.896168460601,3192.103831539399,44.40943158786665,2024-01-13,2024,1,2,Saturday,8
2024-01-13 17:53:00,MSI CYBORG 15 A13VE FHD | i5-13420H | RTX 4050 | 16GB RAM | SSD 512 GB,MSI,CYBORG,Intel core I5-13420H,RTX 4050,16 GB,2,2057.947072373547,3157.0,1099.0529276264529,3.741523922560336,3275.11991023523,6550.23982047046,4115.894144747094,2198.1058552529057,53.4053058205648,2024-01-13,2024,1,2,Saturday,17
2024-01-14 20:03:00,MSI THIN 15 B13UCX FHD | INTEL CORE I5-13420H | RTX 2050 | 8 GB | 512 SSD,MSI,THIN,Intel core I5-13420H,RTX 2050,8 GB,5,1403.1105815544518,2075.0,671.8894184455482,4.370861069626263,2165.695367194745,10828.476835973725,7015.552907772259,3359.4470922277415,47.88570674887136,2024-01-14,2024,1,2,Sunday,20
2024-01-14 08:27:00,ASUS V16 V3607VJ-RP086 | Intel 5-210H | RTX 3050 | 16 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 5 210H,RTX 3050,16 GB,2,1624.1618181605493,2449.0,824.8381818394507,2.650640588680904,2513.9141880167954,5027.828376033591,3248.3236363210985,1649.6763636789015,50.785468086771324,2024-01-14,2024,1,2,Sunday,8
2024-01-14 11:23:00,"ASUS V16 V3607VU-RP196W | 16"" WUXGA, 144H | Intel Core 5 210H | RTX 4050 | 32GB Ram | 512GB",ASUS,V16,Intel Ultra core 5 210H,RTX 4050,512 GB,3,2004.1603828114107,3059.0,1054.8396171885893,2.5347171131856236,3136.5369964923484,9409.610989477045,6012.481148434232,3164.518851565768,52.63249519526345,2024-01-14,2024,1,2,Sunday,11
2024-01-14 10:59:00,"Lenovo LOQ 15IAX9 15.6"" FHD IPS | i5-12450HX | RTX 2050 | 24GB Ram | 512GB NVMe | Windows 11 Home",Lenovo,LOQ,Intel core I5-12450HX,RTX 2050,24 GB,2,1831.1405514242167,2335.0,503.8594485757833,9.72918866945795,2562.176555431843,5124.353110863686,3662.2811028484334,1007.7188971515666,27.51615369906442,2024-01-14,2024,1,2,Sunday,10
2024-01-15 19:30:00,MSI CYBORG 15 A13VE FHD | i5-13420H | RTX 4050 | 8GB RAM | SSD 512 GB,MSI,CYBORG,Intel core I5-13420H,RTX 4050,8 GB,5,1831.188912122444,2959.0,1127.811087877556,6.331731119758382,3146.35592383365,15731.77961916825,9155.94456061222,5639.05543938778,61.589008125347576,2024-01-15,2024,1,3,Monday,19
2024-01-15 20:50:00,MSI CYBORG 15 A13V 15'' FHD | I7-13620H | RTX 4050 6G | 16GB RAM | 512GB NVME,MSI,CYBORG,Intel core i7-13620H,RTX 4050,16 GB,2,2458.876025727543,3390.0,931.123974272457,6.962700559185838,3626.0355489564,7252.0710979128,4917.752051455086,1862.247948544914,37.86786989380451,2024-01-15,2024,1,3,Monday,20
2024-01-15 17:07:00,ASUS TUF F17 TUF707ZC4-HX112W | Intel i5-12500H | RTX 3050 | 8 GB | 512 GB SSD,ASUS,TUF,Intel core I5-12500H,RTX 3050,8 GB,1,2166.765273347905,2799.0,632.2347266520951,9.690688297671034,3070.2423654518125,3070.2423654518125,2166.765273347905,632.2347266520951,29.17873636008661,2024-01-15,2024,1,3,Monday,17
2024-01-15 17:25:00,MSI CYBORG 15 A13VE FHD | i5-13420H | RTX 4050 | 8GB RAM | SSD 512 GB,MSI,CYBORG,Intel core I5-13420H,RTX 4050,8 GB,2,1831.188912122444,2959.0,1127.811087877556,6.331731119758382,3146.35592383365,6292.7118476673,3662.377824244888,2255.622175755112,61.589008125347576,2024-01-15,2024,1,3,Monday,17
2024-01-15 16:06:00,ASUS V16 V3607VJ-RP109 | Intel 7 240H | RTX 3050 | 16 GB | 512 GB SSD,ASUS,V16,Intel Ultra core 7 240H,RTX 3050,16 GB,3,1953.4408366196935,2729.0,775.5591633803065,9.539969835279999,2989.3457768047915,8968.037330414374,5860.322509859081,2326.6774901409194,39.702208986393615,2024-01-15,2024,1,3,Monday,16
2024-01-15 12:49:00,MSI THIN 15 B13UCX FHD | INTEL CORE I5-13420H | RTX 2050 | 24 GB | 512 SSD + Sac A dos,MSI,THIN,Intel core I5-13420H,RTX 2050,24 GB,2,1453.5505081218794,2169.0,715.4494918781206,6.387926357773329,2307.5541227001036,4615.108245400207,2907.1010162437587,1430.8989837562413,49.22082087140866,2024-01-15,2024,1,3,Monday,12
2024-01-16 14:31:00,Msi Thin 15 B13UCX FHD | Intel Core i7-13620H | RTX 2050 | 8 GB | 512 SSD,MSI,Thin,Intel core i7-13620H,RTX 2050,8 GB,1,1773.1034202430817,2389.0,615.8965797569183,5.72280788469014,2525.7178803652478,2525.7178803652478,1773.1034202430817,615.8965797569183,34.735513604304174,2024-01-16,2024,1,3,Tuesday,14
2024-01-16 19:48:00,"MSI Thin 15 B13UDX-3257XFR | FHD 15.6"" IPS | Intel i7-13620H | RTX 3050 | 8GB Ram | 512 GB NVMe",MSI,Thin,Intel core i7-13620H,RTX 3050,8 GB,5,2102.76146988908,2799.0,696.2385301109198,4.297256589643226,2919.2802119441135,14596.401059720567,10513.8073494454,3481.192650554599,33.110675655838705,2024-01-16,2024,1,3,Tuesday,19
2024-01-16 10:40:00,"MSI Thin 15 B13UDX-3258XFR FHD 15.6"" IPS | Intel i5-13420H | RTX 3050 | 16GB Ram | 512 GB NVMe",MSI,Thin,Intel core I5-13420H,RTX 3050,16 GB,1,1678.3797487576808,2455.0,776.6202512423192,8.491983767203795,2663.478201484853,2663.478201484853,1678.3797487576808,776.6202512423192,46.272022277268626,2024-01-16,2024,1,3,Tuesday,10
2024-01-16 08:19:00,"MSI Thin 15 B13UDX-3257XFR | FHD 15.6"" IPS | Intel i7-13620H | RTX 3050 | 32GB Ram | 512 GB NVMe",MSI,Thin,Intel core i7-13620H,RTX 3050,32 GB,1,1987.6398653382998,3017.0,1029.3601346617002,1.4180537144799796,3059.782680565861,3059.782680565861,1987.6398653382998,1029.3601346617002,51.78806043349816,2024-01-16,2024,1,3,Tuesday,8
2024-01-16 18:18:00,"ASUS V16 V3607VU-RP196W | 16"" WUXGA, 144H | Intel Core 5 210H | RTX 4050 | 16GB Ram | 512GB",ASUS,V16,Intel Ultra core 5 210H,RTX 4050,512 GB,5,2139.7014228569014,2895.0,755.2985771430986,5.104629857953324,3042.7790343877487,15213.895171938744,10698.507114284508,3776.492885715493,35.29925105787114,2024-01-16,2024,1,3,Tuesday,18
